station,catchment,zone,sample_date,year,month,season,ec_us_cm,total_n_mg_l,nox_n_mg_l,total_p_mg_l,reactive_p_mg_l,tss_mg_l,turbidity_ntu,do_sat_pct,ph,risk_score,high_concern,turbidity_ntu_bad,tss_mg_l_bad,total_n_mg_l_bad,total_p_mg_l_bad,do_sat_pct_bad,next_month_high_concern
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2019-02-05 10:48:00,2019,2,summer,342.8,0.8,0.02,0.16,0.09,5.0,11.2,108.3,8.78,1,0.0,0,0,0,1,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2019-02-05 12:35:00,2019,2,summer,195.3,0.3,0.01,0.1,0.1,5.0,11.3,111.0,8.02,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2019-02-05 14:37:00,2019,2,summer,190.3,0.2,0.03,0.06,0.03,5.0,3.64,120.3,7.66,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2019-02-11 01:01:00,2019,2,summer,359.4,0.4,0.05,0.04,0.01,6.0,7.71,88.4,8.03999999999999,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-02-11 03:57:00,2019,2,summer,,1.0,0.01,0.12,0.01,30.0,38.7,119.5,7.49,2,1.0,1,0,1,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-02-11 08:16:00,2019,2,summer,820.0,0.5,0.01,0.1,0.02,25.0,28.2,85.9,8.06,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2019-02-11 09:10:00,2019,2,summer,437.3,0.4,0.01,0.08,0.01,12.0,16.3999999999999,80.5,7.87,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2019-02-11 10:05:00,2019,2,summer,1323.0,0.3,0.01,0.01,0.01,5.0,5.24,76.8,7.75,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2019-02-11 10:42:00,2019,2,summer,866.0,0.6,0.01,0.05,0.01,47.0,57.3,83.9,8.14,2,1.0,1,1,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2019-02-11 12:19:00,2019,2,summer,1403.0,0.4,0.01,0.16,0.04,11.0,18.3,127.1,8.11,1,0.0,0,0,0,1,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2019-02-12 06:51:00,2019,2,summer,234.5,0.6,0.01,0.01,0.01,5.0,3.61,,7.65,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2019-02-12 09:33:00,2019,2,summer,193.0,0.4,0.01,0.2,0.01,5.0,1.43,78.4,8.16,1,0.0,0,0,0,1,0,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2019-02-12 10:32:00,2019,2,summer,435.2,0.9,0.01,0.16,0.11,5.0,6.38,27.3,7.13,3,1.0,0,0,1,1,1,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2019-02-12 11:24:00,2019,2,summer,75.1,0.2,0.01,0.01,0.01,6.0,2.14,80.9,7.11,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2019-02-12 13:34:00,2019,2,summer,89.7,0.8,0.01,0.01,0.01,16.0,1.74,97.8,7.72,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2019-02-12 13:55:00,2019,2,summer,290.2,0.4,0.01,0.01,0.01,5.0,1.68,96.4,7.59,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2019-02-12 14:41:00,2019,2,summer,92.0,0.5,0.07,0.01,0.01,8.0,2.41,92.9,7.55,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2019-02-13 07:22:00,2019,2,summer,147.4,0.5,0.3,0.01,0.01,6.0,3.51,75.9,7.69,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2019-02-13 08:29:00,2019,2,summer,171.7,0.3,0.06,0.05,0.03,5.0,4.04,96.0,7.83,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2019-02-13 09:58:00,2019,2,summer,194.8,0.3,0.08,0.08,0.01,6.0,4.97,75.4,7.48,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2019-02-13 11:18:00,2019,2,summer,101.7,0.3,0.01,0.01,0.01,13.0,7.96,86.2,7.55,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-03-11 03:18:00,2019,3,autumn,,2.1,0.37,0.4,0.17,56.0,96.1,55.8,7.21,5,1.0,1,1,1,1,1,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-03-11 08:48:00,2019,3,autumn,693.0,0.2,0.01,0.04,0.01,45.0,29.4,86.4,7.94,1,0.0,0,1,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2019-03-11 09:45:00,2019,3,autumn,374.1,0.3,0.01,0.02,0.01,23.0,17.5,81.0999999999999,7.75,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2019-03-11 10:45:00,2019,3,autumn,1409.0,0.2,0.01,0.01,0.01,12.0,5.27,72.0,7.64,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2019-03-11 11:15:00,2019,3,autumn,713.0,0.2,0.01,0.06,0.02,50.0,45.1,83.3,8.05,2,1.0,1,1,0,0,0,1.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2019-03-11 12:00:00,2019,3,autumn,363.0,2.0,0.65,0.36,0.13,165.0,420.0,60.6,7.62,5,1.0,1,1,1,1,1,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2019-03-12 10:10:00,2019,3,autumn,148.1,0.2,0.01,0.01,0.01,5.0,0.8,85.0,7.75,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2019-03-12 10:10:00,2019,3,autumn,216.5,0.3,0.01,0.01,0.01,6.0,3.12,25.63,7.3,1,0.0,0,0,0,0,1,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2019-03-12 10:27:00,2019,3,autumn,90.1,0.2,0.01,0.01,0.01,7.0,2.49,68.1,7.11,1,0.0,0,0,0,0,1,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2019-03-12 10:55:00,2019,3,autumn,470.0,0.7,0.01,0.13,0.09,9.0,2.85,74.9,7.42,1,0.0,0,0,0,1,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2019-03-12 12:18:00,2019,3,autumn,133.4,0.2,0.01,0.01,0.01,5.0,1.64,85.7,7.32,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2019-03-12 13:07:00,2019,3,autumn,108.3,0.1,0.01,0.01,0.01,5.0,1.88,100.2,7.32,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2019-03-12 13:15:00,2019,3,autumn,303.0,0.5,0.01,0.02,0.01,6.0,2.43,82.62,7.43,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2019-03-13 07:07:00,2019,3,autumn,147.8,0.1,0.01,0.01,0.01,5.0,1.66,67.2,7.4,1,0.0,0,0,0,0,1,1.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2019-03-13 09:25:00,2019,3,autumn,387.0,1.1,0.02,0.09,0.01,6.0,35.8,91.9,9.0,2,1.0,1,0,1,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2019-03-13 10:05:00,2019,3,autumn,186.3,0.2,0.01,0.01,0.01,5.0,3.13,95.7,7.84,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2019-03-13 11:16:00,2019,3,autumn,233.3,0.1,0.01,0.01,0.01,5.0,2.57,62.0,7.13,1,0.0,0,0,0,0,1,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2019-03-13 11:53:00,2019,3,autumn,168.5,0.1,0.01,0.08,0.1,5.0,15.2,104.4,8.14,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2019-03-13 13:24:00,2019,3,autumn,63.9,0.2,0.01,0.01,0.01,5.0,4.61,83.6,7.6,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2019-03-13 14:19:00,2019,3,autumn,140.3,0.3,0.06,0.04,0.04,5.0,4.63,99.7,7.86,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2019-03-14 09:46:00,2019,3,autumn,78.2,0.3,0.01,0.01,0.01,6.0,1.98,97.6,8.07,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2019-03-14 11:24:00,2019,3,autumn,52.7,0.1,0.01,0.01,0.01,5.0,2.21,87.9,7.44,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2019-03-14 14:06:00,2019,3,autumn,68.7,0.1,0.01,0.1,0.01,5.0,3.2,107.3,7.43,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2019-03-15 07:11:00,2019,3,autumn,137.8,0.2,0.01,0.01,0.01,5.0,1.87,67.9,7.7,1,0.0,0,0,0,0,1,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2019-03-15 08:59:00,2019,3,autumn,132.2,0.1,0.02,0.01,0.01,5.0,3.1,85.5,7.54,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2019-04-09 11:53:00,2019,4,autumn,78.5,0.2,0.01,0.01,0.01,5.0,2.05,87.7,7.23,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2019-04-09 13:47:00,2019,4,autumn,119.4,0.1,0.01,0.01,0.01,12.0,1.77,89.5,7.51,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2019-04-09 14:35:00,2019,4,autumn,93.5,0.3,0.01,0.01,0.01,5.0,1.53,92.5,7.58,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2019-04-10 08:34:00,2019,4,autumn,117.4,0.4,0.14,0.01,0.01,5.0,2.62,83.2,7.42,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2019-04-10 11:01:00,2019,4,autumn,140.0,0.3,0.09,0.02,0.01,7.0,3.92,102.1,7.93,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2019-04-10 12:15:00,2019,4,autumn,191.9,0.2,0.04,0.02,0.01,8.0,2.65,87.3,7.5,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2019-04-10 14:12:00,2019,4,autumn,81.8,0.3,0.02,0.03,0.01,12.0,6.01,90.3,7.82,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2019-04-15 10:06:00,2019,4,autumn,62.0,0.1,0.01,0.01,0.01,5.0,2.79,90.7,7.2,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2019-04-15 12:12:00,2019,4,autumn,126.2,0.1,0.01,0.01,0.01,6.0,2.45,98.5,7.61,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2019-04-15 13:47:00,2019,4,autumn,140.1,0.1,0.01,0.01,0.01,6.0,2.18,206.5,10.06,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2019-04-15 16:57:00,2019,4,autumn,45.3,0.1,0.01,0.01,0.01,7.0,1.99,100.3,7.74,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-04-16 02:10:00,2019,4,autumn,,0.6,0.05,0.15,0.05,9.0,11.6,101.6,7.73,1,0.0,0,0,0,1,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2019-04-16 07:42:00,2019,4,autumn,85.3,0.1,0.01,0.04,0.01,11.0,2.32,86.7,7.47,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-04-16 08:42:00,2019,4,autumn,806.0,1.6,0.93,0.15,0.06,82.0,105.0,86.7,7.96,4,1.0,1,1,1,1,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2019-04-16 09:30:00,2019,4,autumn,825.0,1.9,1.02,0.14,0.05,59.0,91.6,79.9,7.81,4,1.0,1,1,1,1,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2019-04-16 09:52:00,2019,4,autumn,318.4,0.4,0.01,0.01,0.01,6.0,2.89,83.7,7.57,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2019-04-16 10:00:00,2019,4,autumn,1348.0,0.4,0.05,0.02,0.03,5.0,6.72,61.3,7.47,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2019-04-16 10:20:00,2019,4,autumn,985.0,1.4,0.62,0.22,0.07,99.0,146.0,88.6,8.14,4,1.0,1,1,1,1,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2019-04-16 11:15:00,2019,4,autumn,1087.0,0.6,0.04,0.1,0.03,26.0,27.1,108.5,8.24,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2019-04-16 12:00:00,2019,4,autumn,518.0,0.8,0.36,0.07,0.03,21.0,28.4,82.4,7.83,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2019-04-16 12:08:00,2019,4,autumn,291.4,0.7,0.16,0.11,0.07,15.0,15.1,93.1,7.84,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2019-04-16 13:22:00,2019,4,autumn,179.1,0.7,0.01,0.08,0.05,13.0,14.2,107.9,8.16,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2019-04-16 15:04:00,2019,4,autumn,141.6,0.1,0.01,0.07,0.02,5.0,3.16,105.9,8.04,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2019-04-17 08:15:00,2019,4,autumn,247.5,0.4,0.01,0.01,0.01,5.0,2.66,59.8,7.67,1,0.0,0,0,0,0,1,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2019-04-17 10:33:00,2019,4,autumn,121.8,0.2,0.01,0.01,0.01,5.0,0.76,86.4,7.47,0,0.0,0,0,0,0,0,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2019-04-17 11:17:00,2019,4,autumn,530.0,1.1,0.01,0.34,0.04,10.0,10.0,,6.93,2,1.0,0,0,1,1,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2019-04-17 13:25:00,2019,4,autumn,192.6,0.5,0.07,0.06,0.03,5.0,5.09,61.2,7.16,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-05-07 01:56:00,2019,5,autumn,,0.8,0.2,0.15,0.06,16.0,20.2,85.0,7.94,1,0.0,0,0,0,1,0,1.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-05-07 08:31:00,2019,5,autumn,877.0,0.8,0.15,0.13,0.02,54.0,69.5,90.5,8.18,3,1.0,1,1,0,1,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2019-05-07 09:36:00,2019,5,autumn,545.0,0.6,0.06,0.12,0.01,53.0,78.8,86.0,7.86,2,1.0,1,1,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2019-05-07 10:12:00,2019,5,autumn,1399.0,0.3,0.01,0.01,0.01,5.0,4.97,60.4,7.58,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2019-05-07 10:33:00,2019,5,autumn,466.0,0.5,0.1,0.14,0.02,57.0,83.3,84.6,7.93,3,1.0,1,1,0,1,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2019-05-07 11:19:00,2019,5,autumn,82.8,0.1,0.01,0.01,0.01,5.0,2.43,74.3,6.9,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2019-05-07 11:27:00,2019,5,autumn,1169.0,0.4,0.08,0.11,0.05,24.0,27.1,91.4,8.02,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2019-05-07 12:21:00,2019,5,autumn,410.7,0.5,0.18,0.06,0.02,15.0,20.0,83.1,7.93,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2019-05-07 14:20:00,2019,5,autumn,127.8,0.6,0.01,0.03,0.01,5.0,2.31,93.3,7.18,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2019-05-07 15:22:00,2019,5,autumn,96.6,0.1,0.01,0.01,0.01,5.0,2.06,93.7,7.51,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2019-05-08 08:50:00,2019,5,autumn,267.4,0.5,0.01,0.08,0.02,5.0,3.1,,7.07,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2019-05-08 09:59:00,2019,5,autumn,127.8,0.3,0.1,0.01,0.01,5.0,3.29,88.8,7.45,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2019-05-08 10:34:00,2019,5,autumn,120.8,0.2,0.01,0.07,0.01,5.0,0.78,94.1,7.25,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2019-05-08 10:42:00,2019,5,autumn,167.4,0.3,0.11,0.02,0.01,5.0,4.25,103.6,7.86,0,0.0,0,0,0,0,0,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2019-05-08 11:13:00,2019,5,autumn,539.0,1.8,0.03,0.74,0.11,12.0,10.2,,6.87,2,1.0,0,0,1,1,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2019-05-08 12:06:00,2019,5,autumn,213.2,0.2,0.01,0.01,0.01,5.0,1.93,89.2,7.54,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2019-05-08 13:04:00,2019,5,autumn,215.4,0.4,0.04,0.06,0.02,5.0,2.02,53.0,6.89,1,0.0,0,0,0,0,1,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2019-05-08 13:24:00,2019,5,autumn,85.7,0.4,0.04,0.08,0.01,5.0,14.8,89.1,7.69,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2019-05-15 10:20:00,2019,5,autumn,294.2,0.2,0.01,0.01,0.01,5.0,2.64,104.1,8.37,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2019-05-15 11:55:00,2019,5,autumn,255.1,0.3,0.02,0.05,0.04,5.0,8.51,97.5,7.91,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2019-05-15 14:13:00,2019,5,autumn,158.8,0.1,0.01,0.07,0.04,6.0,12.6,108.2,8.27,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2019-05-15 15:48:00,2019,5,autumn,157.7,0.1,0.01,0.02,0.02,5.0,2.86,106.8,8.02,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2019-05-16 11:19:00,2019,5,autumn,82.5,0.1,0.01,0.01,0.01,5.0,1.84,104.0,7.86,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2019-05-16 12:51:00,2019,5,autumn,46.3,0.1,0.01,0.01,0.01,5.0,1.93,96.3,7.9,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2019-05-16 14:58:00,2019,5,autumn,63.3,0.1,0.01,0.01,0.01,5.0,2.99,101.8,7.67,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2019-05-16 16:33:00,2019,5,autumn,141.4,0.2,0.01,0.01,0.01,5.0,2.42,141.4,9.38,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2019-05-17 08:49:00,2019,5,autumn,138.6,0.1,0.01,0.01,0.01,5.0,2.76,93.3,7.53,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-06-04 02:45:00,2019,6,winter,,0.4,0.1,0.08,0.02,8.0,13.0,80.0,7.96,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-06-04 09:10:00,2019,6,winter,771.0,0.4,0.01,0.07,0.01,22.0,25.6,88.9,7.82,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2019-06-04 10:10:00,2019,6,winter,537.0,0.3,0.03,0.06,0.01,44.0,49.5,85.2,7.84,2,1.0,1,1,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2019-06-04 10:45:00,2019,6,winter,1435.0,0.2,0.01,0.01,0.01,5.0,5.71,69.9,7.58,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2019-06-04 11:05:00,2019,6,winter,912.0,0.3,0.01,0.08,0.01,35.0,35.5,83.1,8.06,2,1.0,1,1,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2019-06-04 12:00:00,2019,6,winter,1256.0,0.2,0.02,0.07,0.02,17.0,21.4,90.3,8.06,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2019-06-04 12:40:00,2019,6,winter,404.8,0.3,0.13,0.01,0.01,6.0,9.0,80.4,7.95,0,0.0,0,0,0,0,0,1.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2019-06-05 08:23:00,2019,6,winter,343.4,0.9,0.01,0.2,0.01,8.0,5.0,,7.45,2,1.0,0,0,1,1,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2019-06-05 10:30:00,2019,6,winter,130.4,0.1,0.01,0.01,0.01,5.0,0.84,90.8,7.97,0,0.0,0,0,0,0,0,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2019-06-05 11:10:00,2019,6,winter,456.6,1.1,0.1,0.27,0.06,30.0,76.2,,7.62,3,1.0,1,0,1,1,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2019-06-05 13:10:00,2019,6,winter,231.7,0.3,0.03,0.02,0.01,5.0,1.84,65.0,7.87,1,0.0,0,0,0,0,1,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2019-06-18 15:40:00,2019,6,winter,273.7,0.3,0.01,0.01,0.01,5.0,4.57,104.4,8.73,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2019-06-19 07:56:00,2019,6,winter,259.9,0.2,0.01,0.04,0.02,5.0,7.91,91.8,7.77,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2019-06-19 08:34:00,2019,6,winter,46.9,0.1,0.01,0.01,0.01,5.0,1.24,92.7,5.96,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2019-06-19 10:59:00,2019,6,winter,158.8,0.1,0.01,0.04,0.04,6.0,8.2,102.7,7.89,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2019-06-19 11:31:00,2019,6,winter,66.5,0.1,0.01,0.01,0.01,5.0,1.53,96.3,6.44,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2019-06-19 13:28:00,2019,6,winter,170.3,0.1,0.01,0.02,0.01,5.0,2.99,104.4,7.63,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2019-06-19 13:36:00,2019,6,winter,157.8,0.3,0.01,0.01,0.01,5.0,2.25,157.5,9.29,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2019-06-19 15:09:00,2019,6,winter,140.0,0.1,0.01,0.01,0.01,5.0,1.76,101.5,7.28,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2019-06-20 10:57:00,2019,6,winter,84.8,0.2,0.01,0.01,0.01,5.0,1.61,102.5,7.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2019-07-09 02:41:00,2019,7,winter,119.0,0.4,0.06,0.08,0.03,16.0,23.0,90.6,7.93,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2019-07-09 03:31:00,2019,7,winter,243.7,0.3,0.01,0.01,0.01,10.0,2.13,114.1,8.96,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2019-07-09 08:41:00,2019,7,winter,214.8,0.1,0.02,0.01,0.01,5.0,2.12,85.7,8.06,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2019-07-09 09:00:00,2019,7,winter,840.0,0.6,0.25,0.04,0.01,21.0,20.0,96.9,7.78,0,0.0,0,0,0,0,0,1.0
